global_step,mode,total_loss,loss_vector,cosine_similarity,learning_rate
5600,train,0.03653039038181305,0.03653039038181305,0.9634696245193481,9.998456173066767e-05
5700,train,0.05009700730443001,0.05009700730443001,0.9499030113220215,9.998388324610292e-05
5800,train,0.05217577517032623,0.05217577517032623,0.9478241801261902,9.998319017399355e-05
5900,train,0.06547170877456665,0.06547170877456665,0.9345282912254333,9.998248251456431e-05
6000,train,0.055847205221652985,0.055847205221652985,0.94415283203125,9.99817602680447e-05
6000,eval,0.027486376464366913,0.027486376464366913,0.9725136160850525,9.99817602680447e-05
6100,train,0.042278289794921875,0.042278289794921875,0.9577217102050781,9.998102343466891e-05
6200,train,0.04102817922830582,0.04102817922830582,0.9589717984199524,9.998027201467591e-05
6300,train,0.03470517322421074,0.03470517322421074,0.9652948379516602,9.997950600830935e-05
6400,train,0.03868928551673889,0.03868928551673889,0.9613106846809387,9.997872541581762e-05
6500,train,0.04223740100860596,0.04223740100860596,0.957762598991394,9.997793023745389e-05
6500,eval,0.05257149040699005,0.05257149040699005,0.9474284648895264,9.997793023745389e-05
6600,train,0.04668799042701721,0.04668799042701721,0.9533119797706604,9.9977120473476e-05
6700,train,0.045623112469911575,0.045623112469911575,0.9543768167495728,9.997629612414657e-05
6800,train,0.051241662353277206,0.051241662353277206,0.9487583637237549,9.997545718973291e-05
6900,train,0.04068899154663086,0.04068899154663086,0.9593110084533691,9.997460367050704e-05
7000,train,0.03734965622425079,0.03734965622425079,0.9626502990722656,9.997373556674579e-05
7000,eval,0.023163748905062675,0.023163748905062675,0.9768362045288086,9.997373556674579e-05
7100,train,0.045285664498806,0.045285664498806,0.9547143578529358,9.997285287873065e-05
7200,train,0.0457938089966774,0.0457938089966774,0.9542061686515808,9.997195560674788e-05
7300,train,0.05408771336078644,0.05408771336078644,0.9459123015403748,9.99710437510884e-05
7400,train,0.0636347085237503,0.0636347085237503,0.9363652467727661,9.997011731204795e-05
7500,train,0.05240347608923912,0.05240347608923912,0.947596549987793,9.996917628992697e-05
7500,eval,0.01702665351331234,0.01702665351331234,0.9829733371734619,9.996917628992697e-05
7600,train,0.042066410183906555,0.042066410183906555,0.9579336047172546,9.99682206850306e-05
7700,train,0.04169364273548126,0.04169364273548126,0.9583063125610352,9.996725049766872e-05
7800,train,0.04580437391996384,0.04580437391996384,0.9541956186294556,9.996626572815595e-05
7900,train,0.04421365633606911,0.04421365633606911,0.9557863473892212,9.996526637681164e-05
8000,train,0.044595856219530106,0.044595856219530106,0.9554041624069214,9.996425244395988e-05
8000,eval,0.014644634909927845,0.014644634909927845,0.9853553175926208,9.996425244395988e-05
8100,train,0.047271840274333954,0.047271840274333954,0.9527281522750854,9.996322392992944e-05
8200,train,0.04023383557796478,0.04023383557796478,0.959766149520874,9.996218083505387e-05
8300,train,0.04644973576068878,0.04644973576068878,0.9535502195358276,9.996112315967143e-05
8400,train,0.041725412011146545,0.041725412011146545,0.9582746028900146,9.99600509041251e-05
8500,train,0.033032506704330444,0.033032506704330444,0.9669675230979919,9.99589640687626e-05
8500,eval,0.01161894015967846,0.01161894015967846,0.9883810877799988,9.99589640687626e-05
8600,train,0.044818535447120667,0.044818535447120667,0.9551814794540405,9.995786265393635e-05
8700,train,0.04433973878622055,0.04433973878622055,0.9556602239608765,9.995674666000356e-05
8800,train,0.05125930905342102,0.05125930905342102,0.9487407207489014,9.995561608732611e-05
8900,train,0.04771595075726509,0.04771595075726509,0.9522840976715088,9.995447093627061e-05
9000,train,0.03678716719150543,0.03678716719150543,0.9632128477096558,9.995331120720845e-05
9000,eval,0.007451937533915043,0.007451937533915043,0.9925480484962463,9.995331120720845e-05
9100,train,0.034246742725372314,0.034246742725372314,0.9657533168792725,9.995213690051567e-05
9200,train,0.038022495806217194,0.038022495806217194,0.9619775414466858,9.995094801657311e-05
9300,train,0.04188579320907593,0.04188579320907593,0.9581142067909241,9.994974455576629e-05
9400,train,0.04528220370411873,0.04528220370411873,0.9547178149223328,9.99485265184855e-05
9500,train,0.0386584997177124,0.0386584997177124,0.9613415002822876,9.994729390512568e-05
9500,eval,0.00808692816644907,0.00808692816644907,0.9919130802154541,9.994729390512568e-05
9600,train,0.03469228371977806,0.03469228371977806,0.9653077125549316,9.99460467160866e-05
9700,train,0.03392905741930008,0.03392905741930008,0.9660708904266357,9.994478495177267e-05
9800,train,0.03746436536312103,0.03746436536312103,0.9625356197357178,9.994350861259304e-05
9900,train,0.03536444529891014,0.03536444529891014,0.9646355509757996,9.994221769896165e-05
10000,train,0.03372085094451904,0.03372085094451904,0.966279149055481,9.994091221129711e-05
10000,eval,0.005937151610851288,0.005937151610851288,0.9940628409385681,9.994091221129711e-05
10100,train,0.03832046687602997,0.03832046687602997,0.9616795182228088,9.993959215002277e-05
10200,train,0.028904233127832413,0.028904233127832413,0.9710957407951355,9.99382575155667e-05
10300,train,0.028548292815685272,0.028548292815685272,0.9714516997337341,9.993690830836168e-05
10400,train,0.03370659053325653,0.03370659053325653,0.9662933349609375,9.993554452884528e-05
10500,train,0.02722885273396969,0.02722885273396969,0.972771167755127,9.993416617745971e-05
10500,eval,0.003952964209020138,0.003952964209020138,0.9960470199584961,9.993416617745971e-05
10600,train,0.034147247672080994,0.034147247672080994,0.9658527374267578,9.993277325465198e-05
10700,train,0.024558275938034058,0.024558275938034058,0.9754416942596436,9.993136576087377e-05
10800,train,0.02302299067378044,0.02302299067378044,0.9769769906997681,9.99299436965815e-05
10900,train,0.031507380306720734,0.031507380306720734,0.9684926271438599,9.992850706223635e-05
11000,train,0.03716583549976349,0.03716583549976349,0.9628341197967529,9.992705585830417e-05
11000,eval,0.011534652672708035,0.011534652672708035,0.9884653091430664,9.992705585830417e-05
11100,train,0.03546033427119255,0.03546033427119255,0.964539647102356,9.992559008525559e-05
11200,train,0.028561538085341454,0.028561538085341454,0.9714384078979492,9.992410974356592e-05
11300,train,0.02360955998301506,0.02360955998301506,0.9763904809951782,9.992261483371521e-05
11400,train,0.030907869338989258,0.030907869338989258,0.9690921306610107,9.992110535618823e-05
11500,train,0.027290619909763336,0.027290619909763336,0.9727094173431396,9.991958131147449e-05
11500,eval,0.008521138690412045,0.008521138690412045,0.9914788603782654,9.991958131147449e-05
11600,train,0.04050733894109726,0.04050733894109726,0.9594926238059998,9.991804270006823e-05
11700,train,0.03617926687002182,0.03617926687002182,0.9638206958770752,9.991648952246836e-05
11800,train,0.030941002070903778,0.030941002070903778,0.9690589904785156,9.991492177917857e-05
11900,train,0.025680750608444214,0.025680750608444214,0.9743192195892334,9.991333947070723e-05
12000,train,0.028695546090602875,0.028695546090602875,0.9713044762611389,9.99117425975675e-05
12000,eval,0.0033793067559599876,0.0033793067559599876,0.9966206550598145,9.99117425975675e-05
12100,train,0.02797897532582283,0.02797897532582283,0.9720210433006287,9.99101311602772e-05
12200,train,0.021519064903259277,0.021519064903259277,0.9784809350967407,9.990850515935889e-05
12300,train,0.024216674268245697,0.024216674268245697,0.9757833480834961,9.990686459533985e-05
12400,train,0.02115917205810547,0.02115917205810547,0.9788408279418945,9.990520946875208e-05
12500,train,0.03484540432691574,0.03484540432691574,0.9651546478271484,9.990353978013234e-05
12500,eval,0.004795069806277752,0.004795069806277752,0.9952049255371094,9.990353978013234e-05
12600,train,0.021226244047284126,0.021226244047284126,0.9787737727165222,9.990185553002209e-05
12700,train,0.030297083780169487,0.030297083780169487,0.9697028994560242,9.990015671896745e-05
12800,train,0.02392551489174366,0.02392551489174366,0.9760744571685791,9.989844334751937e-05
12900,train,0.024728570133447647,0.024728570133447647,0.9752714037895203,9.989671541623344e-05
13000,train,0.018935052677989006,0.018935052677989006,0.9810649156570435,9.989497292567e-05
13000,eval,0.00441727414727211,0.00441727414727211,0.9955826997756958,9.989497292567e-05
13100,train,0.02188148722052574,0.02188148722052574,0.9781185388565063,9.989321587639414e-05
13200,train,0.02066362090408802,0.02066362090408802,0.9793363809585571,9.989144426897562e-05
13300,train,0.02469518780708313,0.02469518780708313,0.9753048419952393,9.988965810398894e-05
13400,train,0.02101863920688629,0.02101863920688629,0.9789813756942749,9.988785738201333e-05
13500,train,0.019102010875940323,0.019102010875940323,0.9808980226516724,9.988604210363274e-05
13500,eval,0.004468105733394623,0.004468105733394623,0.9955319166183472,9.988604210363274e-05
13600,train,0.01996946893632412,0.01996946893632412,0.9800305366516113,9.988421226943583e-05
13700,train,0.02802518755197525,0.02802518755197525,0.971974790096283,9.988236788001599e-05
13800,train,0.018612723797559738,0.018612723797559738,0.9813872575759888,9.988050893597133e-05
13817,train_final,0.022448763251304626,0.022448763251304626,0.9775512218475342,9.988019146806957e-05
13917,train,0.015270250849425793,0.015270250849425793,0.9847297072410583,9.987831549587947e-05
14017,train,0.023512111976742744,0.023512111976742744,0.9764878749847412,9.987642497037863e-05
14117,train,0.02292870730161667,0.02292870730161667,0.9770712852478027,9.987451989218017e-05
14217,train,0.018801406025886536,0.018801406025886536,0.9811986684799194,9.987260026190187e-05
14317,train,0.024943925440311432,0.024943925440311432,0.9750560522079468,9.987066608016619e-05
14317,eval,0.0044762324541807175,0.0044762324541807175,0.9955238103866577,9.987066608016619e-05
14417,train,0.018513577058911324,0.018513577058911324,0.9814863801002502,9.986871734760042e-05
14517,train,0.014935394749045372,0.014935394749045372,0.9850646257400513,9.986675406483645e-05
14617,train,0.015696898102760315,0.015696898102760315,0.9843031167984009,9.986477623251096e-05
14717,train,0.01933569647371769,0.01933569647371769,0.9806643128395081,9.986278385126534e-05
14817,train,0.016848094761371613,0.016848094761371613,0.983151912689209,9.986077692174567e-05
14817,eval,0.005209661088883877,0.005209661088883877,0.9947903156280518,9.986077692174567e-05
14917,train,0.04339270293712616,0.04339270293712616,0.9566072821617126,9.985875544460277e-05
15017,train,0.016203664243221283,0.016203664243221283,0.9837962985038757,9.985671942049217e-05
15117,train,0.016177695244550705,0.016177695244550705,0.9838223457336426,9.985466885007412e-05
15217,train,0.02073061838746071,0.02073061838746071,0.9792693853378296,9.98526037340136e-05
15317,train,0.01810445263981819,0.01810445263981819,0.9818955659866333,9.985052407298027e-05
15317,eval,0.0025330791249871254,0.0025330791249871254,0.9974669218063354,9.985052407298027e-05
15417,train,0.017586782574653625,0.017586782574653625,0.9824131727218628,9.984842986764857e-05
15517,train,0.014797569252550602,0.014797569252550602,0.985202431678772,9.984632111869757e-05
15617,train,0.01660490781068802,0.01660490781068802,0.9833950996398926,9.984419782681111e-05
15717,train,0.014574743807315826,0.014574743807315826,0.9854252338409424,9.984205999267777e-05
15817,train,0.013117421418428421,0.013117421418428421,0.9868825674057007,9.983990761699082e-05
15817,eval,0.0016637872904539108,0.0016637872904539108,0.9983361959457397,9.983990761699082e-05
15917,train,0.015713972970843315,0.015713972970843315,0.9842860102653503,9.983774070044817e-05
16017,train,0.013099373318254948,0.013099373318254948,0.9869006276130676,9.98355592437526e-05
16117,train,0.011097324080765247,0.011097324080765247,0.9889026880264282,9.983336324761148e-05
16217,train,0.011877077631652355,0.011877077631652355,0.9881229400634766,9.983115271273693e-05
16317,train,0.014191496185958385,0.014191496185958385,0.9858084917068481,9.98289276398458e-05
16317,eval,0.004724770784378052,0.004724770784378052,0.9952752590179443,9.98289276398458e-05
16417,train,0.012140143662691116,0.012140143662691116,0.987859845161438,9.982668802965966e-05
16517,train,0.010866005904972553,0.010866005904972553,0.9891339540481567,9.982443388290475e-05
16617,train,0.018991678953170776,0.018991678953170776,0.9810082912445068,9.98221652003121e-05
16717,train,0.009812284260988235,0.009812284260988235,0.9901877045631409,9.981988198261735e-05
16817,train,0.01157404761761427,0.01157404761761427,0.9884259700775146,9.981758423056094e-05
16817,eval,0.0016255294904112816,0.0016255294904112816,0.9983744621276855,9.981758423056094e-05
16917,train,0.010814821347594261,0.010814821347594261,0.9891852140426636,9.9815271944888e-05
17017,train,0.010185240767896175,0.010185240767896175,0.9898147583007812,9.981294512634834e-05
17117,train,0.01275542564690113,0.01275542564690113,0.9872446060180664,9.981060377569655e-05
17217,train,0.012643585912883282,0.012643585912883282,0.987356424331665,9.980824789369187e-05
17317,train,0.009787054732441902,0.009787054732441902,0.9902129173278809,9.980587748109825e-05
17317,eval,0.0012411661446094513,0.0012411661446094513,0.9987587928771973,9.980587748109825e-05
17417,train,0.009992721490561962,0.009992721490561962,0.9900072813034058,9.98034925386844e-05
17517,train,0.016713883727788925,0.016713883727788925,0.9832861423492432,9.980109306722374e-05
17617,train,0.010207181796431541,0.010207181796431541,0.9897928237915039,9.979867906749434e-05
17717,train,0.010065984912216663,0.010065984912216663,0.9899340271949768,9.979625054027905e-05
17817,train,0.008392776362597942,0.008392776362597942,0.9916072487831116,9.979380748636538e-05
17817,eval,0.0009791459888219833,0.0009791459888219833,0.9990208745002747,9.979380748636538e-05
17917,train,0.014860664494335651,0.014860664494335651,0.9851393699645996,9.97913499065456e-05
18017,train,0.01050540804862976,0.01050540804862976,0.9894945621490479,9.978887780161665e-05
18117,train,0.013706528581678867,0.013706528581678867,0.9862934350967407,9.978639117238017e-05
18217,train,0.007186925038695335,0.007186925038695335,0.9928130507469177,9.978389001964257e-05
18317,train,0.009274402633309364,0.009274402633309364,0.990725576877594,9.97813743442149e-05
18317,eval,0.013443990610539913,0.013443990610539913,0.9865560531616211,9.97813743442149e-05
18417,train,0.008208297193050385,0.008208297193050385,0.9917917251586914,9.977884414691298e-05
18517,train,0.011897018179297447,0.011897018179297447,0.9881030321121216,9.977629942855731e-05
18617,train,0.01441794540733099,0.01441794540733099,0.9855821132659912,9.977374018997308e-05
18717,train,0.009141124784946442,0.009141124784946442,0.9908589124679565,9.977116643199024e-05
18817,train,0.007561863400042057,0.007561863400042057,0.9924381375312805,9.976857815544339e-05
18817,eval,0.0010421201586723328,0.0010421201586723328,0.9989578723907471,9.976857815544339e-05
18917,train,0.00788367073982954,0.00788367073982954,0.9921163320541382,9.976597536117187e-05
19017,train,0.007748467847704887,0.007748467847704887,0.9922515153884888,9.976335805001974e-05
19117,train,0.007423664443194866,0.007423664443194866,0.9925763607025146,9.976072622283574e-05
19217,train,0.008913601748645306,0.008913601748645306,0.9910863637924194,9.975807988047335e-05
19317,train,0.007685193791985512,0.007685193791985512,0.9923148155212402,9.975541902379069e-05
19317,eval,0.0004004407674074173,0.0004004407674074173,0.9995995163917542,9.975541902379069e-05
19417,train,0.011659008450806141,0.011659008450806141,0.9883409738540649,9.975274365365068e-05
19517,train,0.006312866695225239,0.006312866695225239,0.993687093257904,9.975005377092087e-05
19617,train,0.010267614386975765,0.010267614386975765,0.9897323846817017,9.974734937647356e-05
19717,train,0.008078262209892273,0.008078262209892273,0.9919217824935913,9.974463047118573e-05
19817,train,0.00723440945148468,0.00723440945148468,0.9927655458450317,9.974189705593909e-05
19817,eval,0.0007581682875752449,0.0007581682875752449,0.999241828918457,9.974189705593909e-05
19917,train,0.010695070959627628,0.010695070959627628,0.9893049597740173,9.973914913162002e-05
20017,train,0.006908913142979145,0.006908913142979145,0.9930911064147949,9.973638669911966e-05
20117,train,0.008398737758398056,0.008398737758398056,0.9916012287139893,9.97336097593338e-05
20217,train,0.011209594085812569,0.011209594085812569,0.9887903928756714,9.973081831316295e-05
20317,train,0.008234107866883278,0.008234107866883278,0.9917658567428589,9.972801236151236e-05
20317,eval,0.0005376068875193596,0.0005376068875193596,0.9994624257087708,9.972801236151236e-05
20417,train,0.007432962767779827,0.007432962767779827,0.9925670623779297,9.972519190529192e-05
20517,train,0.005457832477986813,0.005457832477986813,0.994542121887207,9.972235694541629e-05
20617,train,0.005334794521331787,0.005334794521331787,0.9946652054786682,9.971950748280479e-05
20717,train,0.005906702019274235,0.005906702019274235,0.9940932989120483,9.971664351838144e-05
20817,train,0.005731181241571903,0.005731181241571903,0.9942688345909119,9.9713765053075e-05
20817,eval,0.0006825467571616173,0.0006825467571616173,0.999317467212677,9.9713765053075e-05
20917,train,0.004871366545557976,0.004871366545557976,0.9951286315917969,9.971087208781889e-05
21017,train,0.006391063332557678,0.006391063332557678,0.9936088919639587,9.970796462355126e-05
21117,train,0.0047551775351166725,0.0047551775351166725,0.9952448606491089,9.970504266121494e-05
21217,train,0.009496534243226051,0.009496534243226051,0.9905034899711609,9.97021062017575e-05
21317,train,0.009555688127875328,0.009555688127875328,0.9904443025588989,9.969915524613119e-05
21317,eval,0.0014639617875218391,0.0014639617875218391,0.9985359907150269,9.969915524613119e-05
21417,train,0.004918213002383709,0.004918213002383709,0.9950817823410034,9.969618979529291e-05
21517,train,0.007852963171899319,0.007852963171899319,0.9921470284461975,9.969320985020436e-05
21617,train,0.008634934201836586,0.008634934201836586,0.9913650751113892,9.969021541183186e-05
21717,train,0.005622728727757931,0.005622728727757931,0.9943772554397583,9.968720648114648e-05
21817,train,0.006821084767580032,0.006821084767580032,0.9931789636611938,9.968418305912395e-05
21817,eval,0.0004199957475066185,0.0004199957475066185,0.9995800256729126,9.968418305912395e-05
21917,train,0.005853325128555298,0.005853325128555298,0.9941467046737671,9.968114514674472e-05
22017,train,0.006548418663442135,0.006548418663442135,0.9934515953063965,9.967809274499393e-05
22117,train,0.008485640399158001,0.008485640399158001,0.9915143847465515,9.967502585486142e-05
22217,train,0.007190211676061153,0.007190211676061153,0.9928098320960999,9.967194447734174e-05
22317,train,0.005394899286329746,0.005394899286329746,0.9946050643920898,9.966884861343416e-05
22317,eval,0.0012554489076137543,0.0012554489076137543,0.998744547367096,9.966884861343416e-05
22417,train,0.004940452985465527,0.004940452985465527,0.9950595498085022,9.966573826414257e-05
22517,train,0.004618554376065731,0.004618554376065731,0.9953814744949341,9.966261343047564e-05
22617,train,0.0080803157761693,0.0080803157761693,0.9919196367263794,9.965947411344668e-05
22717,train,0.006742849946022034,0.006742849946022034,0.9932571649551392,9.965632031407374e-05
22817,train,0.004429588094353676,0.004429588094353676,0.9955704212188721,9.965315203337954e-05
22817,eval,0.0010949289426207542,0.0010949289426207542,0.9989050626754761,9.965315203337954e-05
22917,train,0.0046512670814991,0.0046512670814991,0.9953486919403076,9.964996927239148e-05
23017,train,0.005139290355145931,0.005139290355145931,0.9948607087135315,9.964677203214171e-05
23117,train,0.004895842634141445,0.004895842634141445,0.995104193687439,9.964356031366703e-05
23217,train,0.004140703938901424,0.004140703938901424,0.9958592653274536,9.964033411800895e-05
23317,train,0.004436790011823177,0.004436790011823177,0.9955632090568542,9.963709344621365e-05
23317,eval,0.0011265678331255913,0.0011265678331255913,0.9988734126091003,9.963709344621365e-05
23417,train,0.00434151291847229,0.00434151291847229,0.9956585168838501,9.963383829933208e-05
23517,train,0.004157773219048977,0.004157773219048977,0.9958422183990479,9.963056867841978e-05
23617,train,0.004905550740659237,0.004905550740659237,0.9950944781303406,9.962728458453705e-05
23717,train,0.0040631601586937904,0.0040631601586937904,0.9959368705749512,9.96239860187489e-05
23817,train,0.0038165664300322533,0.0038165664300322533,0.9961833953857422,9.962067298212494e-05
23817,eval,0.001088390126824379,0.001088390126824379,0.9989116191864014,9.962067298212494e-05
23917,train,0.006443505175411701,0.006443505175411701,0.9935564994812012,9.961734547573959e-05
24017,train,0.004842126742005348,0.004842126742005348,0.9951578974723816,9.961400350067188e-05
24117,train,0.0036366842687129974,0.0036366842687129974,0.9963632822036743,9.961064705800557e-05
24217,train,0.0067683057859539986,0.0067683057859539986,0.9932316541671753,9.960727614882909e-05
24317,train,0.003229880705475807,0.003229880705475807,0.9967701435089111,9.960389077423557e-05
24317,eval,0.0002181772142648697,0.0002181772142648697,0.9997818470001221,9.960389077423557e-05
24417,train,0.0037939585745334625,0.0037939585745334625,0.9962060451507568,9.960049093532283e-05
24517,train,0.004215284250676632,0.004215284250676632,0.9957847595214844,9.95970766331934e-05
24617,train,0.004263749346137047,0.004263749346137047,0.9957362413406372,9.959364786895448e-05
24717,train,0.005598342977464199,0.005598342977464199,0.9944016933441162,9.959020464371795e-05
24817,train,0.0033748820424079895,0.0033748820424079895,0.9966251254081726,9.958674695860039e-05
24817,eval,0.0009648948907852173,0.0009648948907852173,0.999035120010376,9.958674695860039e-05
24917,train,0.0029705818742513657,0.0029705818742513657,0.9970294237136841,9.958327481472309e-05
25017,train,0.0053492141887545586,0.0053492141887545586,0.9946507811546326,9.957978821321199e-05
25117,train,0.004248279146850109,0.004248279146850109,0.9957517385482788,9.957628715519774e-05
25217,train,0.004237085580825806,0.004237085580825806,0.9957629442214966,9.95727716418157e-05
25317,train,0.005998043343424797,0.005998043343424797,0.9940019249916077,9.956924167420587e-05
25317,eval,0.0007054703310132027,0.0007054703310132027,0.9992945194244385,9.956924167420587e-05
25417,train,0.00683211162686348,0.00683211162686348,0.9931678771972656,9.956569725351297e-05
25517,train,0.004153748974204063,0.004153748974204063,0.9958462715148926,9.95621383808864e-05
25617,train,0.0029074838384985924,0.0029074838384985924,0.9970924854278564,9.955856505748024e-05
25717,train,0.006158920004963875,0.006158920004963875,0.9938410520553589,9.955497728445325e-05
25817,train,0.0035648271441459656,0.0035648271441459656,0.9964351654052734,9.95513750629689e-05
25817,eval,0.00033141206949949265,0.00033141206949949265,0.9996685981750488,9.95513750629689e-05
25917,train,0.004092981107532978,0.004092981107532978,0.9959070682525635,9.954775839419536e-05
26017,train,0.006465250626206398,0.006465250626206398,0.9935347437858582,9.954412727930542e-05
26117,train,0.005249202251434326,0.005249202251434326,0.9947507977485657,9.954048171947658e-05
26217,train,0.004183751530945301,0.004183751530945301,0.9958162307739258,9.953682171589105e-05
26317,train,0.0039293235167860985,0.0039293235167860985,0.9960706830024719,9.953314726973575e-05
26317,eval,0.0006467290222644806,0.0006467290222644806,0.999353289604187,9.953314726973575e-05
26417,train,0.005103033035993576,0.005103033035993576,0.9948970079421997,9.952945838220218e-05
26517,train,0.004698276519775391,0.004698276519775391,0.9953017234802246,9.952575505448662e-05
26617,train,0.002686397172510624,0.002686397172510624,0.9973135590553284,9.952203728779e-05
26717,train,0.004984792321920395,0.004984792321920395,0.9950152039527893,9.951830508331795e-05
26817,train,0.003747217357158661,0.003747217357158661,0.9962527751922607,9.951455844228071e-05
26817,eval,0.0005351928994059563,0.0005351928994059563,0.9994648098945618,9.951455844228071e-05
26917,train,0.006028167903423309,0.006028167903423309,0.9939718246459961,9.95107973658933e-05
